City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
164,Ponta Pora,BR,2022-09-28 21:59:13,-22.5361,-55.7256,67.91,88,75,8.05
165,Waipawa,NZ,2022-09-28 21:59:16,-41.4122,175.5153,56.25,74,100,15.23
166,Avarua,CK,2022-09-28 21:59:19,-21.2078,-159.775,78.85,83,75,11.5
167,Abaete,BR,2022-09-28 21:56:52,-19.16,-45.4458,75.94,63,71,1.39
168,Tautira,PF,2022-09-28 21:59:24,-17.7333,-149.15,77.7,78,2,19.24
169,Cherskiy,RU,2022-09-28 21:59:26,68.75,161.3,27.82,61,73,3.78
170,Arroyo,ES,2022-09-28 21:59:30,41.6096,-4.7969,60.15,58,0,12.66
171,Atasu,KZ,2022-09-28 21:59:32,48.6814,71.6433,31.44,60,97,7.36
172,Meulaboh,ID,2022-09-28 21:59:35,4.1363,96.1285,73.4,93,100,4.0
173,San Juan,AR,2022-09-28 21:57:19,-31.5375,-68.5364,55.65,66,100,7.83
174,Quang Ngai,VN,2022-09-28 21:59:40,15.1167,108.8,75.06,79,97,9.08
175,Caravelas,BR,2022-09-28 21:59:43,-17.7125,-39.2481,74.52,84,0,10.45
176,Vrangel,RU,2022-09-28 21:59:45,42.7297,133.0839,61.14,82,1,8.23
177,Carmen,MX,2022-09-28 21:59:48,18.6333,-91.8333,83.35,72,75,13.56
178,Thinadhoo,MV,2022-09-28 21:59:50,0.5333,72.9333,81.28,74,97,14.76
179,Kenora,CA,2022-09-28 21:59:01,49.8167,-94.4337,59.97,44,20,12.66
180,Doha,QA,2022-09-28 21:59:57,25.2867,51.5333,82.38,54,0,3.44
181,Catia La Mar,VE,2022-09-28 22:00:00,10.6038,-67.0303,84.99,77,75,2.3
182,San Quintin,MX,2022-09-28 21:57:51,30.4833,-115.95,77.43,67,3,8.46
183,Japura,ID,2022-09-28 22:00:07,-0.3167,102.35,73.18,97,100,1.74
184,Provideniya,RU,2022-09-28 22:01:11,64.3833,-173.3,41.36,93,100,20.13
185,Bayan,CN,2022-09-28 22:01:14,46.0833,127.4,49.15,54,15,12.33
186,Hithadhoo,MV,2022-09-28 22:01:17,-0.6,73.0833,81.01,74,100,10.94
187,Eureka,US,2022-09-28 22:00:18,40.8021,-124.1637,70.2,88,77,3.0
188,Souillac,MU,2022-09-28 22:01:23,-20.5167,57.5167,69.44,63,89,13.91
189,Gurlan,UZ,2022-09-28 22:01:25,41.8447,60.3919,60.71,34,42,13.13
190,Izvoarele,RO,2022-09-28 22:01:28,45.0333,25.2667,57.04,99,88,1.74
191,Lebu,CL,2022-09-28 22:01:30,-37.6167,-73.65,54.09,79,0,12.35
192,Huanan,CN,2022-09-28 22:01:33,46.2167,130.5167,45.72,59,62,4.12
193,Teknaf,BD,2022-09-28 22:01:35,20.8624,92.3058,77.34,91,68,3.85
194,Innisfail,AU,2022-09-28 21:58:27,-17.5333,146.0333,71.78,77,100,5.39
195,Te Anau,NZ,2022-09-28 22:01:41,-45.4167,167.7167,50.86,95,100,4.32
196,Lasa,IT,2022-09-28 22:01:44,46.6166,10.7002,48.36,97,100,2.44
197,Taiyuan,CN,2022-09-28 21:58:54,37.8694,112.5603,49.86,87,0,2.24
198,Padang,ID,2022-09-28 22:01:49,-0.9492,100.3543,75.65,86,100,3.96
